N,K,D,rep,condition,step,fitness,landscape_seed
16,12,1,10,HM_channel,21,0.7400070730476688,1117246660
16,12,1,10,HM_channel,22,0.7400070730476688,1117246660
16,12,1,10,HM_channel,23,0.7400070730476688,1117246660
16,12,1,10,HM_channel,24,0.7400070730476688,1117246660
16,12,1,10,HM_channel,25,0.7400070730476688,1117246660
16,12,1,10,HM_channel,26,0.7400070730476688,1117246660
16,12,1,10,HM_channel,27,0.7400070730476688,1117246660
16,12,1,10,HM_channel,28,0.7400070730476688,1117246660
16,12,1,10,HM_channel,29,0.7400070730476688,1117246660
16,12,1,10,HM_channel,30,0.7400070730476688,1117246660
16,12,1,10,HM_channel,31,0.7400070730476688,1117246660
16,12,1,10,HM_channel,32,0.7400070730476688,1117246660
16,12,1,10,HM_channel,33,0.7400070730476688,1117246660
16,12,1,10,HM_channel,34,0.7400070730476688,1117246660
16,12,1,10,HM_channel,35,0.7400070730476688,1117246660
16,12,1,10,HM_channel,36,0.7400070730476688,1117246660
16,12,1,10,HM_channel,37,0.7400070730476688,1117246660
16,12,1,10,HM_channel,38,0.7400070730476688,1117246660
16,12,1,10,HM_channel,39,0.7400070730476688,1117246660
16,12,1,10,HM_channel,40,0.7400070730476688,1117246660
16,12,1,10,HM_channel,41,0.7400070730476688,1117246660
16,12,1,10,HM_channel,42,0.7400070730476688,1117246660
16,12,1,10,HM_channel,43,0.7400070730476688,1117246660
16,12,1,10,HM_channel,44,0.7400070730476688,1117246660
16,12,1,10,HM_channel,45,0.7400070730476688,1117246660
16,12,1,10,HM_channel,46,0.7400070730476688,1117246660
16,12,1,10,HM_channel,47,0.7400070730476688,1117246660
16,12,1,10,HM_channel,48,0.7400070730476688,1117246660
16,12,1,10,HM_channel,49,0.7400070730476688,1117246660
16,12,1,10,HM_channel,50,0.7400070730476688,1117246660
16,12,4,10,H,0,0.4282659985053293,1117246660
16,12,4,10,H,1,0.6350388794486654,1117246660
16,12,4,10,H,2,0.6350388794486654,1117246660
16,12,4,10,H,3,0.6350388794486654,1117246660
16,12,4,10,H,4,0.6350388794486654,1117246660
16,12,4,10,H,5,0.6350388794486654,1117246660
16,12,4,10,H,6,0.619925244684522,1117246660
16,12,4,10,H,7,0.619925244684522,1117246660
16,12,4,10,H,8,0.6350388794486654,1117246660
16,12,4,10,H,9,0.6350388794486654,1117246660
16,12,4,10,H,10,0.5439170116834651,1117246660
16,12,4,10,H,11,0.6371339832784059,1117246660
16,12,4,10,H,12,0.6371339832784059,1117246660
16,12,4,10,H,13,0.6617536687275875,1117246660
16,12,4,10,H,14,0.6617536687275875,1117246660
16,12,4,10,H,15,0.6617536687275875,1117246660
16,12,4,10,H,16,0.6617536687275875,1117246660
16,12,4,10,H,17,0.6617536687275875,1117246660
16,12,4,10,H,18,0.6617536687275875,1117246660
16,12,4,10,H,19,0.6617536687275875,1117246660
16,12,4,10,H,20,0.7282507789249509,1117246660
16,12,4,10,H,21,0.7282507789249509,1117246660
16,12,4,10,H,22,0.7282507789249509,1117246660
16,12,4,10,H,23,0.7282507789249509,1117246660
16,12,4,10,H,24,0.7282507789249509,1117246660
16,12,4,10,H,25,0.7282507789249509,1117246660
16,12,4,10,H,26,0.7282507789249509,1117246660
16,12,4,10,H,27,0.7282507789249509,1117246660
16,12,4,10,H,28,0.7282507789249509,1117246660
16,12,4,10,H,29,0.7282507789249509,1117246660
16,12,4,10,H,30,0.7282507789249509,1117246660
16,12,4,10,H,31,0.7282507789249509,1117246660
16,12,4,10,H,32,0.7282507789249509,1117246660
16,12,4,10,H,33,0.7282507789249509,1117246660
16,12,4,10,H,34,0.7282507789249509,1117246660
16,12,4,10,H,35,0.7282507789249509,1117246660
16,12,4,10,H,36,0.7282507789249509,1117246660
16,12,4,10,H,37,0.7282507789249509,1117246660
16,12,4,10,H,38,0.7282507789249509,1117246660
16,12,4,10,H,39,0.7282507789249509,1117246660
16,12,4,10,H,40,0.7282507789249509,1117246660
16,12,4,10,H,41,0.7282507789249509,1117246660
16,12,4,10,H,42,0.7282507789249509,1117246660
16,12,4,10,H,43,0.7282507789249509,1117246660
16,12,4,10,H,44,0.7282507789249509,1117246660
16,12,4,10,H,45,0.7282507789249509,1117246660
16,12,4,10,H,46,0.7282507789249509,1117246660
16,12,4,10,H,47,0.7282507789249509,1117246660
16,12,4,10,H,48,0.7282507789249509,1117246660
16,12,4,10,H,49,0.7282507789249509,1117246660
16,12,4,10,H,50,0.7282507789249509,1117246660
16,12,4,10,M,0,0.4282659985053293,1117246660
16,12,4,10,M,1,0.4494077220831308,1117246660
16,12,4,10,M,2,0.44865324756015157,1117246660
16,12,4,10,M,3,0.5258645681832406,1117246660
16,12,4,10,M,4,0.5035665725789791,1117246660
16,12,4,10,M,5,0.5373501390204635,1117246660
16,12,4,10,M,6,0.4532204453011229,1117246660
16,12,4,10,M,7,0.6064878584266411,1117246660
16,12,4,10,M,8,0.6666600777052726,1117246660
16,12,4,10,M,9,0.5302230517864354,1117246660
16,12,4,10,M,10,0.5444145574180247,1117246660
16,12,4,10,M,11,0.6225472199707185,1117246660
16,12,4,10,M,12,0.6352884019857536,1117246660
16,12,4,10,M,13,0.49185525175048,1117246660
16,12,4,10,M,14,0.4530579628928467,1117246660
16,12,4,10,M,15,0.42551304997344286,1117246660
16,12,4,10,M,16,0.6286487123397515,1117246660
16,12,4,10,M,17,0.5889793944678731,1117246660
16,12,4,10,M,18,0.6099171811594333,1117246660
16,12,4,10,M,19,0.45839289275236583,1117246660
16,12,4,10,M,20,0.5035145839068276,1117246660
16,12,4,10,M,21,0.6434531352762748,1117246660
16,12,4,10,M,22,0.47653291836601264,1117246660
16,12,4,10,M,23,0.4735127022837861,1117246660
16,12,4,10,M,24,0.5493116394029436,1117246660
16,12,4,10,M,25,0.5002496023181326,1117246660
16,12,4,10,M,26,0.5183983331582077,1117246660
16,12,4,10,M,27,0.5441130135174612,1117246660
16,12,4,10,M,28,0.5267689730172753,1117246660
16,12,4,10,M,29,0.5298632451579156,1117246660
16,12,4,10,M,30,0.3740370966917495,1117246660
16,12,4,10,M,31,0.47186679115112773,1117246660
16,12,4,10,M,32,0.43649197511247095,1117246660
16,12,4,10,M,33,0.47732788944812865,1117246660
16,12,4,10,M,34,0.582056918829796,1117246660
16,12,4,10,M,35,0.5236812552881941,1117246660
16,12,4,10,M,36,0.58651848123936,1117246660
16,12,4,10,M,37,0.43942312247213866,1117246660
16,12,4,10,M,38,0.568770974210655,1117246660
16,12,4,10,M,39,0.4943591672856297,1117246660
16,12,4,10,M,40,0.4870235877598447,1117246660
16,12,4,10,M,41,0.47012472189917903,1117246660
16,12,4,10,M,42,0.564248421816962,1117246660
16,12,4,10,M,43,0.5935016874219974,1117246660
16,12,4,10,M,44,0.40604806988132275,1117246660
16,12,4,10,M,45,0.5621341512640492,1117246660
16,12,4,10,M,46,0.553104617507709,1117246660
16,12,4,10,M,47,0.4076945780110175,1117246660
16,12,4,10,M,48,0.5569770108658285,1117246660
16,12,4,10,M,49,0.5610299908917901,1117246660
16,12,4,10,M,50,0.5430308891239063,1117246660
16,12,4,10,HM_naive,0,0.4282659985053293,1117246660
16,12,4,10,HM_naive,1,0.6618227001820819,1117246660
16,12,4,10,HM_naive,2,0.6677858985620652,1117246660
16,12,4,10,HM_naive,3,0.6975040345556202,1117246660
16,12,4,10,HM_naive,4,0.6975040345556202,1117246660
16,12,4,10,HM_naive,5,0.6975040345556202,1117246660
16,12,4,10,HM_naive,6,0.6975040345556202,1117246660
16,12,4,10,HM_naive,7,0.6137865370585983,1117246660
16,12,4,10,HM_naive,8,0.5852384193372532,1117246660
16,12,4,10,HM_naive,9,0.5536639975812714,1117246660
16,12,4,10,HM_naive,10,0.6617410843787966,1117246660
16,12,4,10,HM_naive,11,0.6617410843787966,1117246660
16,12,4,10,HM_naive,12,0.5210439589820506,1117246660
16,12,4,10,HM_naive,13,0.6978521043309465,1117246660
16,12,4,10,HM_naive,14,0.6693111412147555,1117246660
16,12,4,10,HM_naive,15,0.6978521043309465,1117246660
16,12,4,10,HM_naive,16,0.6978521043309465,1117246660
16,12,4,10,HM_naive,17,0.6979843597600303,1117246660
16,12,4,10,HM_naive,18,0.6979843597600303,1117246660
16,12,4,10,HM_naive,19,0.6978521043309465,1117246660
16,12,4,10,HM_naive,20,0.5490999316889914,1117246660
16,12,4,10,HM_naive,21,0.539950033668902,1117246660
16,12,4,10,HM_naive,22,0.5980286883225483,1117246660
16,12,4,10,HM_naive,23,0.5825407495666324,1117246660
16,12,4,10,HM_naive,24,0.5030988533796698,1117246660
16,12,4,10,HM_naive,25,0.524440543434081,1117246660
16,12,4,10,HM_naive,26,0.5287001232767088,1117246660
16,12,4,10,HM_naive,27,0.5256546245534214,1117246660
16,12,4,10,HM_naive,28,0.6663120410792267,1117246660
16,12,4,10,HM_naive,29,0.6305461985491339,1117246660
16,12,4,10,HM_naive,30,0.5235742399723579,1117246660
16,12,4,10,HM_naive,31,0.5227675328007787,1117246660
16,12,4,10,HM_naive,32,0.5875165517790786,1117246660
16,12,4,10,HM_naive,33,0.6002883119319594,1117246660
16,12,4,10,HM_naive,34,0.53624070372644,1117246660
16,12,4,10,HM_naive,35,0.6137952843128458,1117246660
16,12,4,10,HM_naive,36,0.5704448528149265,1117246660
16,12,4,10,HM_naive,37,0.5892383275659691,1117246660
16,12,4,10,HM_naive,38,0.5185495726783828,1117246660
16,12,4,10,HM_naive,39,0.5997298533988981,1117246660
16,12,4,10,HM_naive,40,0.6527424200813821,1117246660
16,12,4,10,HM_naive,41,0.5412427595993207,1117246660
16,12,4,10,HM_naive,42,0.6012482020244956,1117246660
16,12,4,10,HM_naive,43,0.5802190881256997,1117246660
16,12,4,10,HM_naive,44,0.5671049756615908,1117246660
16,12,4,10,HM_naive,45,0.482185117812729,1117246660
16,12,4,10,HM_naive,46,0.6270523864298905,1117246660
16,12,4,10,HM_naive,47,0.575743388591436,1117246660
16,12,4,10,HM_naive,48,0.5584995188473932,1117246660
16,12,4,10,HM_naive,49,0.5323599578652111,1117246660
16,12,4,10,HM_naive,50,0.5369446693189265,1117246660
16,12,4,10,HM_channel,0,0.4282659985053293,1117246660
16,12,4,10,HM_channel,1,0.608625088448241,1117246660
16,12,4,10,HM_channel,2,0.608625088448241,1117246660
16,12,4,10,HM_channel,3,0.5385640347281179,1117246660
16,12,4,10,HM_channel,4,0.6103724313280344,1117246660
16,12,4,10,HM_channel,5,0.6103724313280344,1117246660
16,12,4,10,HM_channel,6,0.6084506699462509,1117246660
16,12,4,10,HM_channel,7,0.6084506699462509,1117246660
16,12,4,10,HM_channel,8,0.6084506699462509,1117246660
16,12,4,10,HM_channel,9,0.6084506699462509,1117246660
16,12,4,10,HM_channel,10,0.6084506699462509,1117246660
16,12,4,10,HM_channel,11,0.5800894047217838,1117246660
16,12,4,10,HM_channel,12,0.5164087249225144,1117246660
16,12,4,10,HM_channel,13,0.6718776205260659,1117246660
16,12,4,10,HM_channel,14,0.6718776205260659,1117246660
16,12,4,10,HM_channel,15,0.6718776205260659,1117246660
16,12,4,10,HM_channel,16,0.5750504820440735,1117246660
16,12,4,10,HM_channel,17,0.5750504820440735,1117246660
16,12,4,10,HM_channel,18,0.7102732290025244,1117246660
16,12,4,10,HM_channel,19,0.7102732290025244,1117246660
16,12,4,10,HM_channel,20,0.7102732290025244,1117246660
16,12,4,10,HM_channel,21,0.7102732290025244,1117246660
16,12,4,10,HM_channel,22,0.7102732290025244,1117246660
16,12,4,10,HM_channel,23,0.7102732290025244,1117246660
16,12,4,10,HM_channel,24,0.7102732290025244,1117246660
16,12,4,10,HM_channel,25,0.7102732290025244,1117246660
16,12,4,10,HM_channel,26,0.7102732290025244,1117246660
16,12,4,10,HM_channel,27,0.7102732290025244,1117246660
16,12,4,10,HM_channel,28,0.7102732290025244,1117246660
16,12,4,10,HM_channel,29,0.7102732290025244,1117246660
16,12,4,10,HM_channel,30,0.7102732290025244,1117246660
16,12,4,10,HM_channel,31,0.7102732290025244,1117246660
16,12,4,10,HM_channel,32,0.7102732290025244,1117246660
16,12,4,10,HM_channel,33,0.7102732290025244,1117246660
16,12,4,10,HM_channel,34,0.7102732290025244,1117246660
16,12,4,10,HM_channel,35,0.7102732290025244,1117246660
16,12,4,10,HM_channel,36,0.7102732290025244,1117246660
16,12,4,10,HM_channel,37,0.7102732290025244,1117246660
16,12,4,10,HM_channel,38,0.7102732290025244,1117246660
16,12,4,10,HM_channel,39,0.7102732290025244,1117246660
16,12,4,10,HM_channel,40,0.7102732290025244,1117246660
16,12,4,10,HM_channel,41,0.7102732290025244,1117246660
16,12,4,10,HM_channel,42,0.7102732290025244,1117246660
16,12,4,10,HM_channel,43,0.7102732290025244,1117246660
16,12,4,10,HM_channel,44,0.7102732290025244,1117246660
16,12,4,10,HM_channel,45,0.7102732290025244,1117246660
16,12,4,10,HM_channel,46,0.7102732290025244,1117246660
16,12,4,10,HM_channel,47,0.7102732290025244,1117246660
16,12,4,10,HM_channel,48,0.7102732290025244,1117246660
16,12,4,10,HM_channel,49,0.7102732290025244,1117246660
16,12,4,10,HM_channel,50,0.7102732290025244,1117246660
16,12,8,10,H,0,0.4282659985053293,1117246660
16,12,8,10,H,1,0.6350388794486654,1117246660
16,12,8,10,H,2,0.6350388794486654,1117246660
16,12,8,10,H,3,0.6350388794486654,1117246660
16,12,8,10,H,4,0.6350388794486654,1117246660
16,12,8,10,H,5,0.7400070730476688,1117246660
16,12,8,10,H,6,0.7400070730476688,1117246660
16,12,8,10,H,7,0.7400070730476688,1117246660
16,12,8,10,H,8,0.7400070730476688,1117246660
16,12,8,10,H,9,0.7400070730476688,1117246660
16,12,8,10,H,10,0.7400070730476688,1117246660
16,12,8,10,H,11,0.7400070730476688,1117246660
16,12,8,10,H,12,0.7400070730476688,1117246660
16,12,8,10,H,13,0.7400070730476688,1117246660
16,12,8,10,H,14,0.7400070730476688,1117246660
16,12,8,10,H,15,0.7400070730476688,1117246660
16,12,8,10,H,16,0.7400070730476688,1117246660
16,12,8,10,H,17,0.7400070730476688,1117246660
16,12,8,10,H,18,0.7400070730476688,1117246660
16,12,8,10,H,19,0.7400070730476688,1117246660
16,12,8,10,H,20,0.7400070730476688,1117246660
16,12,8,10,H,21,0.7400070730476688,1117246660
16,12,8,10,H,22,0.7400070730476688,1117246660
16,12,8,10,H,23,0.7400070730476688,1117246660
16,12,8,10,H,24,0.7400070730476688,1117246660
16,12,8,10,H,25,0.7400070730476688,1117246660
16,12,8,10,H,26,0.7400070730476688,1117246660
16,12,8,10,H,27,0.7400070730476688,1117246660
16,12,8,10,H,28,0.7400070730476688,1117246660
16,12,8,10,H,29,0.7400070730476688,1117246660
16,12,8,10,H,30,0.7400070730476688,1117246660
16,12,8,10,H,31,0.7400070730476688,1117246660
16,12,8,10,H,32,0.7400070730476688,1117246660
16,12,8,10,H,33,0.7400070730476688,1117246660
16,12,8,10,H,34,0.7400070730476688,1117246660
16,12,8,10,H,35,0.7400070730476688,1117246660
16,12,8,10,H,36,0.7400070730476688,1117246660
16,12,8,10,H,37,0.7400070730476688,1117246660
16,12,8,10,H,38,0.7400070730476688,1117246660
16,12,8,10,H,39,0.7400070730476688,1117246660
16,12,8,10,H,40,0.7400070730476688,1117246660
16,12,8,10,H,41,0.7400070730476688,1117246660
16,12,8,10,H,42,0.7400070730476688,1117246660
16,12,8,10,H,43,0.7400070730476688,1117246660
16,12,8,10,H,44,0.7400070730476688,1117246660
16,12,8,10,H,45,0.7400070730476688,1117246660
16,12,8,10,H,46,0.7400070730476688,1117246660
16,12,8,10,H,47,0.7400070730476688,1117246660
16,12,8,10,H,48,0.7400070730476688,1117246660
16,12,8,10,H,49,0.7400070730476688,1117246660
16,12,8,10,H,50,0.7400070730476688,1117246660
16,12,8,10,M,0,0.4282659985053293,1117246660
16,12,8,10,M,1,0.5558268020022202,1117246660
16,12,8,10,M,2,0.635417424281063,1117246660
16,12,8,10,M,3,0.5800855651920218,1117246660
16,12,8,10,M,4,0.4533024880113803,1117246660
16,12,8,10,M,5,0.4313846367833345,1117246660
16,12,8,10,M,6,0.568822109021864,1117246660
16,12,8,10,M,7,0.5595221874970429,1117246660
16,12,8,10,M,8,0.3975429077181509,1117246660
16,12,8,10,M,9,0.44027223120246667,1117246660
16,12,8,10,M,10,0.4213527627252249,1117246660
16,12,8,10,M,11,0.47254731921897647,1117246660
16,12,8,10,M,12,0.5917659566299185,1117246660
16,12,8,10,M,13,0.6258165634805405,1117246660
16,12,8,10,M,14,0.5333972965634861,1117246660
16,12,8,10,M,15,0.4056889388669975,1117246660
16,12,8,10,M,16,0.5608045229101095,1117246660
16,12,8,10,M,17,0.4900772679424491,1117246660
16,12,8,10,M,18,0.45157734616504114,1117246660
16,12,8,10,M,19,0.48077557784397046,1117246660
16,12,8,10,M,20,0.4680615449210215,1117246660
16,12,8,10,M,21,0.5092490712502814,1117246660
16,12,8,10,M,22,0.5506433692837884,1117246660
16,12,8,10,M,23,0.5767691353054414,1117246660
16,12,8,10,M,24,0.5088854243281328,1117246660
16,12,8,10,M,25,0.6309478212295654,1117246660
16,12,8,10,M,26,0.5605574214114529,1117246660
16,12,8,10,M,27,0.5120474766155007,1117246660
16,12,8,10,M,28,0.5201917226197855,1117246660
16,12,8,10,M,29,0.4981320257677525,1117246660
16,12,8,10,M,30,0.515535845168536,1117246660
16,12,8,10,M,31,0.5098747573198109,1117246660
16,12,8,10,M,32,0.5592911736459046,1117246660
16,12,8,10,M,33,0.5481508953909103,1117246660
16,12,8,10,M,34,0.4244415668924442,1117246660
16,12,8,10,M,35,0.4755196626734901,1117246660
16,12,8,10,M,36,0.5866353370532045,1117246660
16,12,8,10,M,37,0.49889726700308457,1117246660
16,12,8,10,M,38,0.5594776483749266,1117246660
16,12,8,10,M,39,0.39832667597816035,1117246660
16,12,8,10,M,40,0.6071424020567838,1117246660
16,12,8,10,M,41,0.5398194592645158,1117246660
16,12,8,10,M,42,0.6157384353238101,1117246660
16,12,8,10,M,43,0.5892095847150202,1117246660
16,12,8,10,M,44,0.516122233928676,1117246660
16,12,8,10,M,45,0.5547576733035726,1117246660
16,12,8,10,M,46,0.3963726309330456,1117246660
16,12,8,10,M,47,0.6299472132305016,1117246660
16,12,8,10,M,48,0.5836558676649192,1117246660
16,12,8,10,M,49,0.6330827175236778,1117246660
16,12,8,10,M,50,0.5659042124297936,1117246660
16,12,8,10,HM_naive,0,0.4282659985053293,1117246660
16,12,8,10,HM_naive,1,0.4952709884903288,1117246660
16,12,8,10,HM_naive,2,0.5902507766835149,1117246660
16,12,8,10,HM_naive,3,0.5328902840269019,1117246660
16,12,8,10,HM_naive,4,0.5663004041648891,1117246660
16,12,8,10,HM_naive,5,0.5572082432079534,1117246660
16,12,8,10,HM_naive,6,0.7070792822894308,1117246660
16,12,8,10,HM_naive,7,0.5421353521827543,1117246660
16,12,8,10,HM_naive,8,0.4935530314055692,1117246660
16,12,8,10,HM_naive,9,0.6584981638338089,1117246660
16,12,8,10,HM_naive,10,0.5439498037943843,1117246660
16,12,8,10,HM_naive,11,0.5578898026388152,1117246660
16,12,8,10,HM_naive,12,0.5537245792725882,1117246660
16,12,8,10,HM_naive,13,0.5957433291339029,1117246660
16,12,8,10,HM_naive,14,0.5942192243747105,1117246660
16,12,8,10,HM_naive,15,0.6373518707721214,1117246660
16,12,8,10,HM_naive,16,0.4781400309781647,1117246660
16,12,8,10,HM_naive,17,0.6461436214780127,1117246660
16,12,8,10,HM_naive,18,0.5646487202471964,1117246660
16,12,8,10,HM_naive,19,0.6649385703869704,1117246660
16,12,8,10,HM_naive,20,0.5233882268699244,1117246660
16,12,8,10,HM_naive,21,0.5703368004575621,1117246660
16,12,8,10,HM_naive,22,0.5859013516548385,1117246660
16,12,8,10,HM_naive,23,0.6115300297993546,1117246660
16,12,8,10,HM_naive,24,0.5492700679759215,1117246660
16,12,8,10,HM_naive,25,0.513885867425647,1117246660
16,12,8,10,HM_naive,26,0.5471832479882984,1117246660
16,12,8,10,HM_naive,27,0.5607575608430604,1117246660
16,12,8,10,HM_naive,28,0.5157226743348059,1117246660
16,12,8,10,HM_naive,29,0.5581492969458333,1117246660
16,12,8,10,HM_naive,30,0.5426519515372695,1117246660
16,12,8,10,HM_naive,31,0.44979140343332263,1117246660
16,12,8,10,HM_naive,32,0.4256352444192424,1117246660
16,12,8,10,HM_naive,33,0.5737329665751366,1117246660
16,12,8,10,HM_naive,34,0.5072597862299708,1117246660
16,12,8,10,HM_naive,35,0.6337469594056075,1117246660
16,12,8,10,HM_naive,36,0.6743520185598274,1117246660
16,12,8,10,HM_naive,37,0.6337469594056075,1117246660
16,12,8,10,HM_naive,38,0.5646650484815636,1117246660
16,12,8,10,HM_naive,39,0.5918283928541406,1117246660
16,12,8,10,HM_naive,40,0.468556415205887,1117246660
16,12,8,10,HM_naive,41,0.643434024161185,1117246660
16,12,8,10,HM_naive,42,0.7069982807588797,1117246660
16,12,8,10,HM_naive,43,0.5075605216325787,1117246660
16,12,8,10,HM_naive,44,0.5355458027350198,1117246660
16,12,8,10,HM_naive,45,0.4044502558796806,1117246660
16,12,8,10,HM_naive,46,0.5038282250815277,1117246660
16,12,8,10,HM_naive,47,0.47189783224146786,1117246660
16,12,8,10,HM_naive,48,0.5774421198219928,1117246660
16,12,8,10,HM_naive,49,0.5315709308730587,1117246660
16,12,8,10,HM_naive,50,0.5469599774758135,1117246660
16,12,8,10,HM_channel,0,0.4282659985053293,1117246660
16,12,8,10,HM_channel,1,0.5302637151373364,1117246660
16,12,8,10,HM_channel,2,0.47358583649514957,1117246660
16,12,8,10,HM_channel,3,0.5544551283041056,1117246660
16,12,8,10,HM_channel,4,0.6542826577934411,1117246660
16,12,8,10,HM_channel,5,0.6542826577934411,1117246660
16,12,8,10,HM_channel,6,0.48193057697920794,1117246660
16,12,8,10,HM_channel,7,0.44675733624175556,1117246660
16,12,8,10,HM_channel,8,0.5150384174641071,1117246660
16,12,8,10,HM_channel,9,0.4839389446253533,1117246660
16,12,8,10,HM_channel,10,0.6008646072684137,1117246660
16,12,8,10,HM_channel,11,0.6008646072684137,1117246660
16,12,8,10,HM_channel,12,0.6109896100094684,1117246660
16,12,8,10,HM_channel,13,0.6251351223570228,1117246660
16,12,8,10,HM_channel,14,0.4548478454152898,1117246660
16,12,8,10,HM_channel,15,0.5684052819027698,1117246660
16,12,8,10,HM_channel,16,0.6249034079372061,1117246660
16,12,8,10,HM_channel,17,0.5090574744230036,1117246660
16,12,8,10,HM_channel,18,0.5752556309954651,1117246660
16,12,8,10,HM_channel,19,0.4200893394897115,1117246660
16,12,8,10,HM_channel,20,0.5102045478585316,1117246660
16,12,8,10,HM_channel,21,0.6532496059199898,1117246660
16,12,8,10,HM_channel,22,0.6532496059199898,1117246660
16,12,8,10,HM_channel,23,0.6532496059199898,1117246660
16,12,8,10,HM_channel,24,0.6532496059199898,1117246660
16,12,8,10,HM_channel,25,0.6027370974879676,1117246660
16,12,8,10,HM_channel,26,0.5873793270330285,1117246660
16,12,8,10,HM_channel,27,0.507511575063002,1117246660
16,12,8,10,HM_channel,28,0.5200740703678556,1117246660
16,12,8,10,HM_channel,29,0.6074638961258144,1117246660
16,12,8,10,HM_channel,30,0.6074638961258144,1117246660
16,12,8,10,HM_channel,31,0.6074638961258144,1117246660
16,12,8,10,HM_channel,32,0.5310973362009563,1117246660
16,12,8,10,HM_channel,33,0.5485840882817857,1117246660
16,12,8,10,HM_channel,34,0.6009543266919316,1117246660
16,12,8,10,HM_channel,35,0.6009543266919316,1117246660
16,12,8,10,HM_channel,36,0.6729093811178334,1117246660
16,12,8,10,HM_channel,37,0.6862931932758222,1117246660
16,12,8,10,HM_channel,38,0.6862931932758222,1117246660
16,12,8,10,HM_channel,39,0.6862931932758222,1117246660
16,12,8,10,HM_channel,40,0.6862931932758222,1117246660
16,12,8,10,HM_channel,41,0.6862931932758222,1117246660
16,12,8,10,HM_channel,42,0.6862931932758222,1117246660
16,12,8,10,HM_channel,43,0.6435389670018149,1117246660
16,12,8,10,HM_channel,44,0.6435389670018149,1117246660
16,12,8,10,HM_channel,45,0.6435389670018149,1117246660
16,12,8,10,HM_channel,46,0.633239374806888,1117246660
16,12,8,10,HM_channel,47,0.5724665631375733,1117246660
16,12,8,10,HM_channel,48,0.6016374787802503,1117246660
16,12,8,10,HM_channel,49,0.6016374787802503,1117246660
16,12,8,10,HM_channel,50,0.5794527435712048,1117246660
16,12,1,11,H,0,0.5509209702789797,1484315405
16,12,1,11,H,1,0.6157812480754955,1484315405
16,12,1,11,H,2,0.5992394560449137,1484315405
16,12,1,11,H,3,0.5992394560449137,1484315405
16,12,1,11,H,4,0.6858876471270555,1484315405
16,12,1,11,H,5,0.6278651929250919,1484315405
16,12,1,11,H,6,0.6278651929250919,1484315405
16,12,1,11,H,7,0.6278651929250919,1484315405
16,12,1,11,H,8,0.6278651929250919,1484315405
16,12,1,11,H,9,0.6858876471270555,1484315405
16,12,1,11,H,10,0.6858876471270555,1484315405
16,12,1,11,H,11,0.6858876471270555,1484315405
16,12,1,11,H,12,0.6858876471270555,1484315405
16,12,1,11,H,13,0.6858876471270555,1484315405
16,12,1,11,H,14,0.6858876471270555,1484315405
16,12,1,11,H,15,0.6858876471270555,1484315405
16,12,1,11,H,16,0.6858876471270555,1484315405
16,12,1,11,H,17,0.6858876471270555,1484315405
16,12,1,11,H,18,0.6858876471270555,1484315405
16,12,1,11,H,19,0.6858876471270555,1484315405
16,12,1,11,H,20,0.6858876471270555,1484315405
16,12,1,11,H,21,0.6858876471270555,1484315405
16,12,1,11,H,22,0.6858876471270555,1484315405
16,12,1,11,H,23,0.6858876471270555,1484315405
16,12,1,11,H,24,0.6858876471270555,1484315405
16,12,1,11,H,25,0.6858876471270555,1484315405
16,12,1,11,H,26,0.6858876471270555,1484315405
16,12,1,11,H,27,0.6858876471270555,1484315405
16,12,1,11,H,28,0.6858876471270555,1484315405
16,12,1,11,H,29,0.6858876471270555,1484315405
16,12,1,11,H,30,0.6858876471270555,1484315405
16,12,1,11,H,31,0.6858876471270555,1484315405
16,12,1,11,H,32,0.6858876471270555,1484315405
16,12,1,11,H,33,0.6858876471270555,1484315405
16,12,1,11,H,34,0.6858876471270555,1484315405
16,12,1,11,H,35,0.6520820227284038,1484315405
16,12,1,11,H,36,0.6520820227284038,1484315405
16,12,1,11,H,37,0.6520820227284038,1484315405
16,12,1,11,H,38,0.6520820227284038,1484315405
16,12,1,11,H,39,0.6520820227284038,1484315405
16,12,1,11,H,40,0.6520820227284038,1484315405
16,12,1,11,H,41,0.6520820227284038,1484315405
16,12,1,11,H,42,0.6858876471270555,1484315405
16,12,1,11,H,43,0.6858876471270555,1484315405
16,12,1,11,H,44,0.6858876471270555,1484315405
16,12,1,11,H,45,0.6858876471270555,1484315405
16,12,1,11,H,46,0.6858876471270555,1484315405
16,12,1,11,H,47,0.6858876471270555,1484315405
16,12,1,11,H,48,0.6858876471270555,1484315405
16,12,1,11,H,49,0.6858876471270555,1484315405
16,12,1,11,H,50,0.6858876471270555,1484315405
16,12,1,11,M,0,0.5509209702789797,1484315405
16,12,1,11,M,1,0.5971651714086808,1484315405
16,12,1,11,M,2,0.568035555220654,1484315405
16,12,1,11,M,3,0.5352108615756107,1484315405
16,12,1,11,M,4,0.5063483244941539,1484315405
16,12,1,11,M,5,0.6245881669285557,1484315405
16,12,1,11,M,6,0.5689850360750751,1484315405
16,12,1,11,M,7,0.6291301290620028,1484315405
16,12,1,11,M,8,0.5416830188726685,1484315405
16,12,1,11,M,9,0.695706777497844,1484315405
16,12,1,11,M,10,0.695706777497844,1484315405
16,12,1,11,M,11,0.695706777497844,1484315405
16,12,1,11,M,12,0.695706777497844,1484315405
